schemaTuple,visited,timesVisited,id
productpricinginfoonsale,True,34,031cf738-f70f-5003-b4f2-c39b92486d49
productpricinginfodiscount,True,1,322cb60d-c1c9-53e8-a3de-994d5bc20e65
productpricinginfodiscountlocalcurrency,False,0,
productpricinginfopricerange,True,47,d395a985-5b99-5863-9315-a4209a8fe8a7
productpricinginfopricerangeundiscounted,True,52,d395a985-5b99-5863-9315-a4209a8fe8a7
productpricinginfopricerangelocalcurrency,True,1,bcae6438-650f-588c-8bc2-8a72d92b4215
taxedmoneyrangestart,True,100,d395a985-5b99-5863-9315-a4209a8fe8a7
taxedmoneyrangestop,True,79,031cf738-f70f-5003-b4f2-c39b92486d49
marginstart,True,1,bdbd3846-5d38-56c7-8a8e-030788fca808
marginstop,True,1,bdbd3846-5d38-56c7-8a8e-030788fca808
collectionseotitle,True,4,43c24dfa-670d-5576-9100-e2777e96f146
collectionseodescription,True,4,43c24dfa-670d-5576-9100-e2777e96f146
collectionid,True,28,02ee2c02-ecd7-5462-a8d3-8a97bbb0b3a2
collectionname,True,46,02ee2c02-ecd7-5462-a8d3-8a97bbb0b3a2
collectiondescription,True,1,e33fcd10-da44-5fd4-b8bd-217a4ed4d804
collectiondescriptionjson,True,1,43c24dfa-670d-5576-9100-e2777e96f146
collectionpublicationdate,True,2,f0244e3e-2e0c-5e72-a3c5-a00724c8c7dc
collectionslug,True,4,6c3028f0-ffd3-5c86-b052-d84aaf78f09e
collectionprivatemetadata,True,4,b2149118-2f16-5666-90f5-11ebe424fccf
collectionmetadata,True,4,230a5027-19e8-544f-b40c-4e86671c67f7
collectionproducts,True,17,95025a8d-3b9b-5928-ac91-26eedd0e27d7
collectionbackgroundimage,True,5,6c3028f0-ffd3-5c86-b052-d84aaf78f09e
collectiontranslation,True,3,3a431576-a57e-5c01-9411-f4708f481038
collectionispublished,True,9,1a15e603-f34f-5316-8d79-deae5749cce8
collectiontranslationseotitle,True,1,43c24dfa-670d-5576-9100-e2777e96f146
collectiontranslationseodescription,True,1,43c24dfa-670d-5576-9100-e2777e96f146
collectiontranslationid,True,1,43c24dfa-670d-5576-9100-e2777e96f146
collectiontranslationname,True,6,3a431576-a57e-5c01-9411-f4708f481038
collectiontranslationdescription,False,0,
collectiontranslationdescriptionjson,True,1,43c24dfa-670d-5576-9100-e2777e96f146
collectiontranslationlanguage,True,3,3a431576-a57e-5c01-9411-f4708f481038
collectiontranslatablecontentseotitle,False,0,
collectiontranslatablecontentseodescription,False,0,
collectiontranslatablecontentid,True,3,c421fe41-0fd1-5cdb-9318-a75f9e4c3c3c
collectiontranslatablecontentname,True,3,c421fe41-0fd1-5cdb-9318-a75f9e4c3c3c
collectiontranslatablecontentdescription,False,0,
collectiontranslatablecontentdescriptionjson,False,0,
collectiontranslatablecontenttranslation,True,3,c421fe41-0fd1-5cdb-9318-a75f9e4c3c3c
collectiontranslatablecontentcollection,True,3,c421fe41-0fd1-5cdb-9318-a75f9e4c3c3c
categorytranslatablecontentseotitle,False,0,
categorytranslatablecontentseodescription,False,0,
categorytranslatablecontentid,True,1,6d3126bd-5d8a-5a2c-a972-b19e7601bb3e
categorytranslatablecontentname,True,1,6d3126bd-5d8a-5a2c-a972-b19e7601bb3e
categorytranslatablecontentdescription,False,0,
categorytranslatablecontentdescriptionjson,False,0,
categorytranslatablecontenttranslation,True,1,6d3126bd-5d8a-5a2c-a972-b19e7601bb3e
categorytranslatablecontentcategory,True,1,6d3126bd-5d8a-5a2c-a972-b19e7601bb3e
attributetranslatablecontentid,True,1,08d2356c-c085-57f0-97c7-bd2e226ee9ff
attributetranslatablecontentname,True,1,08d2356c-c085-57f0-97c7-bd2e226ee9ff
attributetranslatablecontenttranslation,True,1,08d2356c-c085-57f0-97c7-bd2e226ee9ff
attributetranslatablecontentattribute,True,1,08d2356c-c085-57f0-97c7-bd2e226ee9ff
attributevaluetranslatablecontentid,True,1,53effebf-cad4-5cf3-873b-35316e061234
attributevaluetranslatablecontentname,True,1,53effebf-cad4-5cf3-873b-35316e061234
attributevaluetranslatablecontenttranslation,True,1,53effebf-cad4-5cf3-873b-35316e061234
attributevaluetranslatablecontentattributevalue,True,1,53effebf-cad4-5cf3-873b-35316e061234
productvarianttranslatablecontentid,True,3,ffdc3a1b-86de-5436-8363-8838e23d2084
productvarianttranslatablecontentname,True,3,ffdc3a1b-86de-5436-8363-8838e23d2084
productvarianttranslatablecontenttranslation,True,3,ffdc3a1b-86de-5436-8363-8838e23d2084
productvarianttranslatablecontentproductvariant,True,3,ffdc3a1b-86de-5436-8363-8838e23d2084
pagetranslatablecontentseotitle,False,0,
pagetranslatablecontentseodescription,False,0,
pagetranslatablecontentid,True,3,ec9ed824-84d9-5990-a7ac-a14fb85a70e4
pagetranslatablecontenttitle,True,3,ec9ed824-84d9-5990-a7ac-a14fb85a70e4
pagetranslatablecontentcontent,False,0,
pagetranslatablecontentcontentjson,False,0,
pagetranslatablecontenttranslation,True,3,ec9ed824-84d9-5990-a7ac-a14fb85a70e4
pagetranslatablecontentpage,True,3,ec9ed824-84d9-5990-a7ac-a14fb85a70e4
pagetranslationseotitle,False,0,
pagetranslationseodescription,False,0,
pagetranslationid,False,0,
pagetranslationtitle,True,5,ec9ed824-84d9-5990-a7ac-a14fb85a70e4
pagetranslationcontent,False,0,
pagetranslationcontentjson,False,0,
pagetranslationlanguage,True,2,7c6b2689-c2d4-5c09-80a4-82e409073e57
pageseotitle,False,0,
pageseodescription,False,0,
pageid,True,11,54170bf3-7bfb-5ab4-9fce-4e90ae161fe7
pagetitle,True,18,cb1e613f-76bb-546d-88c4-77e24c1c381c
pagecontent,False,0,
pagecontentjson,False,0,
pagepublicationdate,False,0,
pageslug,True,6,cb1e613f-76bb-546d-88c4-77e24c1c381c
pagecreated,False,0,
pageprivatemetadata,False,0,
pagemetadata,False,0,
pagetranslation,True,2,7c6b2689-c2d4-5c09-80a4-82e409073e57
pageispublished,True,2,2c78ed2a-2ace-590d-994e-1d788b4725fc
shippingmethodtranslatablecontentid,True,2,78c5a7c0-07ab-54dc-9504-9b2dbf0f2112
shippingmethodtranslatablecontentname,True,2,78c5a7c0-07ab-54dc-9504-9b2dbf0f2112
shippingmethodtranslatablecontenttranslation,True,2,78c5a7c0-07ab-54dc-9504-9b2dbf0f2112
shippingmethodtranslatablecontentshippingmethod,True,2,78c5a7c0-07ab-54dc-9504-9b2dbf0f2112
saletranslatablecontentid,True,2,f53f2b68-06ca-5ff6-9ee8-0131b0772f03
saletranslatablecontentname,True,2,f53f2b68-06ca-5ff6-9ee8-0131b0772f03
saletranslatablecontenttranslation,True,2,f53f2b68-06ca-5ff6-9ee8-0131b0772f03
saletranslatablecontentsale,True,2,f53f2b68-06ca-5ff6-9ee8-0131b0772f03
saletranslationid,False,0,
saletranslationname,True,3,f53f2b68-06ca-5ff6-9ee8-0131b0772f03
saletranslationlanguage,True,1,46a16dd9-dfdd-5e18-b375-f388432e47eb
saleid,True,14,7191abe9-82e6-5880-a299-8b88f0f23ca5
salename,True,37,7191abe9-82e6-5880-a299-8b88f0f23ca5
saletype,True,1,cf16df2a-28a2-5f01-b8ac-542248524b26
salevalue,True,1,cf16df2a-28a2-5f01-b8ac-542248524b26
salestartdate,True,13,7191abe9-82e6-5880-a299-8b88f0f23ca5
saleenddate,False,0,
salecategories,False,0,
salecollections,False,0,
saleproducts,False,0,
saletranslation,True,1,46a16dd9-dfdd-5e18-b375-f388432e47eb
collectioncountableconnectionpageinfo,True,12,95025a8d-3b9b-5928-ac91-26eedd0e27d7
collectioncountableconnectionedges,True,28,02ee2c02-ecd7-5462-a8d3-8a97bbb0b3a2
collectioncountableconnectiontotalcount,False,0,
collectioncountableedgenode,True,28,02ee2c02-ecd7-5462-a8d3-8a97bbb0b3a2
collectioncountableedgecursor,False,0,
vouchertranslatablecontentid,True,2,e5013d33-9797-5db8-8106-e86f20ba1581
vouchertranslatablecontentname,True,2,e5013d33-9797-5db8-8106-e86f20ba1581
vouchertranslatablecontenttranslation,True,2,e5013d33-9797-5db8-8106-e86f20ba1581
vouchertranslatablecontentvoucher,True,2,e5013d33-9797-5db8-8106-e86f20ba1581
vouchertranslationid,False,0,
vouchertranslationname,True,4,e5013d33-9797-5db8-8106-e86f20ba1581
vouchertranslationlanguage,True,2,db42787a-ec4c-50ce-aa56-215888060e36
voucherid,True,16,e5013d33-9797-5db8-8106-e86f20ba1581
vouchername,True,47,5ccd4c49-c0eb-5bbe-afda-2a2365cf1dd7
vouchertype,True,1,d83c0650-4f2c-55c4-ac84-626db3c98d85
vouchercode,True,1,d83c0650-4f2c-55c4-ac84-626db3c98d85
voucherusagelimit,True,1,d83c0650-4f2c-55c4-ac84-626db3c98d85
voucherused,True,1,d83c0650-4f2c-55c4-ac84-626db3c98d85
voucherstartdate,True,15,09216b90-593d-5641-b858-0f39e3baa865
voucherenddate,False,0,
voucherapplyonceperorder,False,0,
voucherapplyoncepercustomer,True,1,d83c0650-4f2c-55c4-ac84-626db3c98d85
voucherdiscountvaluetype,True,1,d83c0650-4f2c-55c4-ac84-626db3c98d85
voucherdiscountvalue,True,1,d83c0650-4f2c-55c4-ac84-626db3c98d85
voucherminspent,False,0,
vouchermincheckoutitemsquantity,False,0,
vouchercategories,False,0,
vouchercollections,False,0,
voucherproducts,False,0,
vouchercountries,True,1,d83c0650-4f2c-55c4-ac84-626db3c98d85
vouchertranslation,True,2,db42787a-ec4c-50ce-aa56-215888060e36
menuitemtranslatablecontentid,True,3,80e660df-e91a-5147-bc3a-f402046ece70
menuitemtranslatablecontentname,True,3,80e660df-e91a-5147-bc3a-f402046ece70
menuitemtranslatablecontenttranslation,True,3,80e660df-e91a-5147-bc3a-f402046ece70
menuitemtranslatablecontentmenuitem,True,3,80e660df-e91a-5147-bc3a-f402046ece70
menuitemtranslationid,False,0,
menuitemtranslationname,True,5,80e660df-e91a-5147-bc3a-f402046ece70
menuitemtranslationlanguage,True,2,06d45444-6a8e-5cbd-a371-ffa97316a868
menuitemid,True,8,80e660df-e91a-5147-bc3a-f402046ece70
menuitemname,True,16,5c3a0526-04a9-5560-8dc5-9309080b5622
menuitemmenu,False,0,
menuitemparent,True,1,da521029-3a23-5315-8bee-20fa108a6759
menuitemcategory,True,4,47ffcc4d-f7c0-5aed-8120-a667f0e96a1f
menuitemcollection,True,3,47ffcc4d-f7c0-5aed-8120-a667f0e96a1f
menuitempage,True,4,47ffcc4d-f7c0-5aed-8120-a667f0e96a1f
menuitemlevel,False,0,
menuitemchildren,True,1,47ffcc4d-f7c0-5aed-8120-a667f0e96a1f
menuitemurl,True,4,47ffcc4d-f7c0-5aed-8120-a667f0e96a1f
menuitemtranslation,True,2,06d45444-6a8e-5cbd-a371-ffa97316a868
menuid,True,9,c04f5176-5309-50cd-b9ad-acf1474d46bc
menuname,True,20,73f929f8-b181-541c-91f9-11158310981f
menuslug,True,9,c04f5176-5309-50cd-b9ad-acf1474d46bc
menuitems,False,0,
stockcountableconnectionpageinfo,False,0,
stockcountableconnectionedges,True,6,2fea8b12-9859-5808-9da6-20d6f1d51c07
stockcountableconnectiontotalcount,True,6,2fea8b12-9859-5808-9da6-20d6f1d51c07
stockcountableedgenode,True,6,2fea8b12-9859-5808-9da6-20d6f1d51c07
stockcountableedgecursor,False,0,
shopavailablepaymentgateways,True,3,e18b7936-1718-5015-aa16-6d3936cb26d5
shopgeolocalization,True,2,b834e025-1dc1-5df7-84e8-bb9c47510e7f
shopauthorizationkeys,True,1,09982250-3343-5063-8359-ffde110fb1f9
shopcountries,True,7,eab246d6-d851-50e2-98e8-34396bfceadf
shopdefaultcountry,True,4,28bc418e-7468-56cc-baa7-918e46abe343
shopdefaultmailsendername,True,1,84e62bfe-ad9c-5bba-bc52-06e232102db6
shopdefaultmailsenderaddress,True,1,84e62bfe-ad9c-5bba-bc52-06e232102db6
shopdescription,True,2,75fc9cb2-750c-53fe-8621-0e6fa12b73cf
shopdomain,True,2,d1ec8a1d-3455-56b4-9bf2-7a34beb28cf3
shoplanguages,True,2,d5ad19d5-e423-54f6-9eba-3c3e3c3621cd
shopname,True,3,75fc9cb2-750c-53fe-8621-0e6fa12b73cf
shoppermissions,True,2,7b1ad872-b074-5c07-b782-2c01aaf30e02
shopphoneprefixes,False,0,
shopheadertext,False,0,
shopincludetaxesinprices,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
shopdisplaygrossprices,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
shopchargetaxesonshipping,True,1,570fb65c-d2d0-5e3d-934d-3f69062dd7f8
shoptrackinventorybydefault,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
shopdefaultweightunit,True,1,dcca3886-7f6c-5248-b362-cadae731e3ac
shoptranslation,True,1,f5aa3bb2-7b36-5f0d-b388-3325778574a7
shopautomaticfulfillmentdigitalproducts,True,1,3be1c838-6d8c-5d94-adc3-eaac3cda4057
shopdefaultdigitalmaxdownloads,True,1,3be1c838-6d8c-5d94-adc3-eaac3cda4057
shopdefaultdigitalurlvaliddays,True,1,3be1c838-6d8c-5d94-adc3-eaac3cda4057
shopcompanyaddress,True,1,82fb61f7-99cb-5754-9d3c-db3de354494a
shopcustomersetpasswordurl,False,0,
shopstaffnotificationrecipients,True,1,367febaf-dabf-5d74-8826-4491c2cffb58
paymentgatewayname,True,7,64aa2a19-9d25-572a-8f78-81d51551df96
paymentgatewayid,True,7,64aa2a19-9d25-572a-8f78-81d51551df96
paymentgatewayconfig,True,4,64aa2a19-9d25-572a-8f78-81d51551df96
paymentgatewaycurrencies,True,3,64aa2a19-9d25-572a-8f78-81d51551df96
gatewayconfiglinefield,True,4,64aa2a19-9d25-572a-8f78-81d51551df96
gatewayconfiglinevalue,True,4,64aa2a19-9d25-572a-8f78-81d51551df96
geolocalizationcountry,True,2,b834e025-1dc1-5df7-84e8-bb9c47510e7f
authorizationkeyname,True,1,09982250-3343-5063-8359-ffde110fb1f9
authorizationkeykey,True,1,09982250-3343-5063-8359-ffde110fb1f9
domainhost,True,2,d1ec8a1d-3455-56b4-9bf2-7a34beb28cf3
domainsslenabled,True,1,d1ec8a1d-3455-56b4-9bf2-7a34beb28cf3
domainurl,True,2,d1ec8a1d-3455-56b4-9bf2-7a34beb28cf3
navigationmain,False,0,
navigationsecondary,False,0,
shoptranslationid,False,0,
shoptranslationheadertext,True,1,f5aa3bb2-7b36-5f0d-b388-3325778574a7
shoptranslationdescription,False,0,
shoptranslationlanguage,True,1,f5aa3bb2-7b36-5f0d-b388-3325778574a7
staffnotificationrecipientuser,True,1,367febaf-dabf-5d74-8826-4491c2cffb58
staffnotificationrecipientactive,True,1,367febaf-dabf-5d74-8826-4491c2cffb58
staffnotificationrecipientid,False,0,
staffnotificationrecipientemail,True,1,367febaf-dabf-5d74-8826-4491c2cffb58
userid,True,75,3eb206d1-73e2-574d-9b27-f8e44be78685
userlastlogin,True,5,9b3d606e-68bb-559e-a52e-124f20329d6b
useremail,True,63,24a02142-9398-5727-b994-6b905480e4e4
userfirstname,True,91,3eb206d1-73e2-574d-9b27-f8e44be78685
userlastname,True,45,3eb206d1-73e2-574d-9b27-f8e44be78685
userisstaff,True,10,24a02142-9398-5727-b994-6b905480e4e4
userisactive,True,6,ce3b0ea1-76e5-57fe-a7eb-ad52289c7598
usernote,True,1,db7e7618-2eb1-54a2-afb2-adc8b159ea3b
userdatejoined,True,5,9b3d606e-68bb-559e-a52e-124f20329d6b
userdefaultshippingaddress,True,6,d6f254aa-3f13-57f7-ba3d-a9803751676b
userdefaultbillingaddress,True,6,d6f254aa-3f13-57f7-ba3d-a9803751676b
userprivatemetadata,True,5,a0b5029c-f9bf-5c04-b967-fa9faa4c01f8
usermetadata,True,5,357d6815-c0c3-5557-ab43-978482f2dac9
useraddresses,True,6,d6f254aa-3f13-57f7-ba3d-a9803751676b
usercheckout,True,2,20333498-0278-5d8b-b116-f0a74f7988f6
usergiftcards,True,1,c7cf96d2-8433-5cca-9661-b6f2f9f18e28
userorders,True,7,9b3d606e-68bb-559e-a52e-124f20329d6b
useruserpermissions,True,5,9b3d606e-68bb-559e-a52e-124f20329d6b
userpermissiongroups,True,5,9b3d606e-68bb-559e-a52e-124f20329d6b
usereditablegroups,True,4,1d49c3fb-627b-583c-b645-e20d14b8538a
useravatar,True,6,ce3b0ea1-76e5-57fe-a7eb-ad52289c7598
userevents,True,12,2b8a0c15-80ed-56c3-a826-7f88622d08ed
userstoredpaymentsources,True,2,79a73407-2a32-5a49-a608-e2e42025a4bf
checkoutcreated,False,0,
checkoutlastchange,False,0,
checkoutuser,True,4,80d919fa-6274-5146-b5b6-82809cad2675
checkoutquantity,False,0,
checkoutbillingaddress,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutshippingaddress,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutshippingmethod,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutnote,False,0,
checkoutdiscount,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutdiscountname,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkouttranslateddiscountname,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutvouchercode,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutgiftcards,True,3,aff7f0a3-8957-5d5b-8394-8e916b0757f4
checkoutid,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutprivatemetadata,True,5,a2ca85db-121a-5fe9-b44d-78d44917271f
checkoutmetadata,True,5,7f965974-3c06-5212-bec8-58c882517c9b
checkoutavailableshippingmethods,True,7,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutavailablepaymentgateways,True,4,64aa2a19-9d25-572a-8f78-81d51551df96
checkoutemail,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutisshippingrequired,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutlines,True,4,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutshippingprice,True,1,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutsubtotalprice,True,3,20333498-0278-5d8b-b116-f0a74f7988f6
checkouttoken,True,20,6cb13732-a8d9-501f-90f6-11896c79ad51
checkouttotalprice,True,3,20333498-0278-5d8b-b116-f0a74f7988f6
giftcardcode,True,3,dea0fddb-7b37-52fb-8f04-805845b74397
giftcarduser,True,4,9bfdfcd3-edf1-5288-ae12-67db7f3f9f46
giftcardcreated,False,0,
giftcardstartdate,False,0,
giftcardenddate,False,0,
giftcardlastusedon,False,0,
giftcardisactive,False,0,
giftcardinitialbalance,False,0,
giftcardcurrentbalance,True,4,aff7f0a3-8957-5d5b-8394-8e916b0757f4
giftcardid,True,8,9bfdfcd3-edf1-5288-ae12-67db7f3f9f46
giftcarddisplaycode,True,10,aff7f0a3-8957-5d5b-8394-8e916b0757f4
checkoutlineid,True,3,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutlinevariant,True,2,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutlinequantity,True,2,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutlinetotalprice,True,3,20333498-0278-5d8b-b116-f0a74f7988f6
checkoutlinerequiresshipping,False,0,
giftcardcountableconnectionpageinfo,False,0,
giftcardcountableconnectionedges,True,2,4f5786c7-fbc2-5846-92e9-d05b174e17f8
giftcardcountableconnectiontotalcount,True,1,c7cf96d2-8433-5cca-9661-b6f2f9f18e28
giftcardcountableedgenode,True,2,4f5786c7-fbc2-5846-92e9-d05b174e17f8
giftcardcountableedgecursor,False,0,
ordercountableconnectionpageinfo,True,64,e14492de-152c-59e4-a96e-2cca44a7396f
ordercountableconnectionedges,True,143,bcd0beae-e427-5f9e-a5c9-72707e0e05e6
ordercountableconnectiontotalcount,True,110,bcd0beae-e427-5f9e-a5c9-72707e0e05e6
ordercountableedgenode,True,143,bcd0beae-e427-5f9e-a5c9-72707e0e05e6
ordercountableedgecursor,False,0,
orderid,True,142,2b8a0c15-80ed-56c3-a826-7f88622d08ed
ordercreated,True,27,021b168f-c1e0-5dae-96fa-8f48c76d685b
orderstatus,True,13,b3e80b84-861f-52b9-a05c-b75ee208635a
orderuser,True,2,4945bba4-9646-56bd-99f4-2a161262e157
orderlanguagecode,False,0,
ordertrackingclientid,False,0,
orderbillingaddress,True,18,021b168f-c1e0-5dae-96fa-8f48c76d685b
ordershippingaddress,True,11,b3e80b84-861f-52b9-a05c-b75ee208635a
ordershippingmethod,False,0,
ordershippingmethodname,False,0,
ordershippingprice,True,3,b3e80b84-861f-52b9-a05c-b75ee208635a
ordertoken,True,2,28eb01b1-dd6f-52e3-9dc9-569bcb090e34
ordervoucher,False,0,
ordergiftcards,True,1,6c933870-2739-5634-b5a2-5c77d6d7c845
orderdiscount,False,0,
orderdiscountname,False,0,
ordertranslateddiscountname,False,0,
orderdisplaygrossprices,False,0,
ordercustomernote,False,0,
orderweight,False,0,
orderprivatemetadata,True,12,abfb1175-410b-5a31-bda9-c2226fd81a79
ordermetadata,True,12,27dbbef0-b593-59e8-830b-69f5ae76b5ac
orderfulfillments,True,12,f774c87a-b0b9-563a-9507-61f2049e0345
orderlines,True,7,b3e80b84-861f-52b9-a05c-b75ee208635a
orderactions,False,0,
orderavailableshippingmethods,True,2,f2a626fc-6f28-577e-bc05-17f4adc61e43
orderinvoices,True,2,ac7a9540-2a00-56b9-955a-bb4071ac20a2
ordernumber,True,86,e14492de-152c-59e4-a96e-2cca44a7396f
orderispaid,True,1,b36385ea-d687-5921-a44d-2e1fed2adcf0
orderpaymentstatus,True,12,b3e80b84-861f-52b9-a05c-b75ee208635a
orderpaymentstatusdisplay,True,3,b3e80b84-861f-52b9-a05c-b75ee208635a
orderpayments,True,1,b36385ea-d687-5921-a44d-2e1fed2adcf0
ordertotal,True,67,e14492de-152c-59e4-a96e-2cca44a7396f
ordersubtotal,True,3,b3e80b84-861f-52b9-a05c-b75ee208635a
orderstatusdisplay,True,3,b3e80b84-861f-52b9-a05c-b75ee208635a
ordercanfinalize,True,4,09e25506-2ba5-5437-9546-e5524b9c2665
ordertotalauthorized,False,0,
ordertotalcaptured,False,0,
orderevents,True,4,b4799d2a-c564-5bf3-95c5-39d09d758ffe
ordertotalbalance,False,0,
orderuseremail,True,21,b3e80b84-861f-52b9-a05c-b75ee208635a
orderisshippingrequired,False,0,
fulfillmentid,True,1,4da0c46e-a528-502c-b4d8-f15136176cec
fulfillmentfulfillmentorder,True,2,b36385ea-d687-5921-a44d-2e1fed2adcf0
fulfillmentstatus,True,3,131483d4-ca66-53a6-b2dd-65da4456da3e
fulfillmenttrackingnumber,True,1,4da0c46e-a528-502c-b4d8-f15136176cec
fulfillmentcreated,False,0,
fulfillmentprivatemetadata,True,4,0224506d-234b-567f-b362-2fa92df015b5
fulfillmentmetadata,True,4,f774c87a-b0b9-563a-9507-61f2049e0345
fulfillmentlines,True,1,4da0c46e-a528-502c-b4d8-f15136176cec
fulfillmentstatusdisplay,False,0,
fulfillmentwarehouse,True,1,4da0c46e-a528-502c-b4d8-f15136176cec
fulfillmentlineid,False,0,
fulfillmentlinequantity,True,2,77b6f115-c3e1-50f1-b136-159834b8a525
fulfillmentlineorderline,True,2,77b6f115-c3e1-50f1-b136-159834b8a525
orderlineid,True,16,2b8a0c15-80ed-56c3-a826-7f88622d08ed
orderlineproductname,True,3,b3e80b84-861f-52b9-a05c-b75ee208635a
orderlinevariantname,True,1,77b6f115-c3e1-50f1-b136-159834b8a525
orderlineproductsku,False,0,
orderlineisshippingrequired,False,0,
orderlinequantity,True,3,b3e80b84-861f-52b9-a05c-b75ee208635a
orderlinequantityfulfilled,False,0,
orderlinetaxrate,False,0,
orderlinedigitalcontenturl,False,0,
orderlinethumbnail,True,1,e1633942-372b-5bab-bd44-be78b0c0f677
orderlineunitprice,True,3,b3e80b84-861f-52b9-a05c-b75ee208635a
orderlinetotalprice,True,2,b3e80b84-861f-52b9-a05c-b75ee208635a
orderlinevariant,True,5,b3e80b84-861f-52b9-a05c-b75ee208635a
orderlinetranslatedproductname,False,0,
orderlinetranslatedvariantname,False,0,
orderlineallocations,True,2,b5b67e42-3a6d-526d-8d86-dc3a555f0a5e
allocationid,True,2,b5b67e42-3a6d-526d-8d86-dc3a555f0a5e
allocationquantity,True,2,b5b67e42-3a6d-526d-8d86-dc3a555f0a5e
allocationwarehouse,True,2,b5b67e42-3a6d-526d-8d86-dc3a555f0a5e
invoiceid,True,1,ac7a9540-2a00-56b9-955a-bb4071ac20a2
invoicemetadata,False,0,
invoicestatus,True,1,a779502d-a49f-5030-b937-5e1248da2bbf
invoicenumber,True,2,ac7a9540-2a00-56b9-955a-bb4071ac20a2
invoiceexternalurl,True,2,ac7a9540-2a00-56b9-955a-bb4071ac20a2
invoiceprivatemetadata,False,0,
invoicecreatedat,False,0,
invoiceupdatedat,False,0,
invoicemessage,False,0,
invoiceurl,False,0,
jobstatus,False,0,
jobcreatedat,False,0,
jobupdatedat,False,0,
jobmessage,False,0,
paymentid,True,4,7a898843-4a31-579b-a377-7c1eec589bde
paymentgateway,True,1,7a898843-4a31-579b-a377-7c1eec589bde
paymentisactive,False,0,
paymentcreated,False,0,
paymentmodified,False,0,
paymenttoken,False,0,
paymentcheckout,False,0,
paymentorder,False,0,
paymentcustomeripaddress,False,0,
paymentchargestatus,True,1,7a898843-4a31-579b-a377-7c1eec589bde
paymentactions,True,1,7a898843-4a31-579b-a377-7c1eec589bde
paymenttotal,True,1,7a898843-4a31-579b-a377-7c1eec589bde
paymentcapturedamount,True,1,7a898843-4a31-579b-a377-7c1eec589bde
paymenttransactions,True,1,7a898843-4a31-579b-a377-7c1eec589bde
paymentavailablecaptureamount,False,0,
paymentavailablerefundamount,False,0,
paymentcreditcard,False,0,
transactionid,False,0,
transactioncreated,False,0,
transactionpayment,False,0,
transactiontoken,False,0,
transactionkind,False,0,
transactionissuccess,False,0,
transactionerror,False,0,
transactionamount,True,1,7a898843-4a31-579b-a377-7c1eec589bde
creditcardbrand,False,0,
creditcardfirstdigits,True,1,79a73407-2a32-5a49-a608-e2e42025a4bf
creditcardlastdigits,True,1,737d2a62-2d8f-5cb1-9d1e-902f8eecd60a
creditcardexpmonth,False,0,
creditcardexpyear,False,0,
ordereventid,True,2,f917c90c-11d5-51da-887e-fd56468eddf9
ordereventdate,True,3,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventtype,True,4,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventuser,True,3,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventmessage,True,3,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventemail,True,3,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventemailtype,True,3,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventamount,True,3,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventpaymentid,True,2,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventpaymentgateway,True,2,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventquantity,True,3,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventcomposedid,True,3,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventordernumber,True,3,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventinvoicenumber,False,0,
ordereventoversolditems,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
ordereventlines,True,2,b4799d2a-c564-5bf3-95c5-39d09d758ffe
ordereventfulfilleditems,True,1,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventwarehouse,True,1,77b6f115-c3e1-50f1-b136-159834b8a525
ordereventorderlineobjectquantity,True,2,b4799d2a-c564-5bf3-95c5-39d09d758ffe
ordereventorderlineobjectorderline,True,1,b4799d2a-c564-5bf3-95c5-39d09d758ffe
ordereventorderlineobjectitemname,False,0,
