schemaTuple,visited,timesVisited,id
querydraftorders,True,1,021b168f-c1e0-5dae-96fa-8f48c76d685b
queryorderstotal,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
queryorderbytoken,True,4,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
querymenu,True,2,e4878bc5-cf6f-5290-8403-b17f788b3985
querymenus,True,2,6bd882d1-c94c-5d1b-9c4a-4e8f02a79b47
querymenuitem,False,0,
querymenuitems,False,0,
querygiftcard,False,0,
querygiftcards,False,0,
queryplugin,True,5,318fabe5-01ec-5c56-bba9-429ea0b11e42
queryplugins,True,6,71ef9598-fc8c-54a0-8777-9c87409deeb7
querysale,False,0,
querysales,True,4,9e47fdf0-8381-54c5-ad61-17dcef1a425d
queryvoucher,False,0,
queryvouchers,True,4,36592a3b-783b-53b9-a5fc-788df4c17841
queryexportfile,True,1,f8c6cf23-86b1-528c-a104-347ee9d60d72
queryexportfiles,False,0,
querytaxtypes,True,2,2367594c-e4f7-5fb3-9d1d-780a31269703
querycheckout,False,0,
querycheckouts,False,0,
querycheckoutline,False,0,
querycheckoutlines,False,0,
queryappsinstallations,True,1,903717b2-9f4f-507d-a042-550a6f28c226
queryapps,True,2,9ee172d0-207c-546e-a8de-772d127eee76
queryapp,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
queryaddressvalidationrules,False,0,
queryaddress,False,0,
querycustomers,True,28,e56b5d25-c288-56c1-b957-e3ad1a162c87
querypermissiongroups,True,3,2fdb73f4-d771-5e1c-b202-64d981b4f963
querypermissiongroup,True,9,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
queryme,True,4,d6f254aa-3f13-57f7-ba3d-a9803751676b
querystaffusers,True,2,ce3b0ea1-76e5-57fe-a7eb-ad52289c7598
queryuser,True,20,e4cc9dea-eb43-53ae-a758-052f7f1cad97
query_entities,False,0,
query_service,False,0,
webhookname,True,3,60266ab2-c801-5b24-8323-04c77978eaaf
webhooktargeturl,True,2,60266ab2-c801-5b24-8323-04c77978eaaf
webhookisactive,True,3,60266ab2-c801-5b24-8323-04c77978eaaf
webhooksecretkey,True,2,60266ab2-c801-5b24-8323-04c77978eaaf
webhookid,True,3,60266ab2-c801-5b24-8323-04c77978eaaf
webhookevents,True,2,60266ab2-c801-5b24-8323-04c77978eaaf
webhookapp,True,3,60266ab2-c801-5b24-8323-04c77978eaaf
nodeid,False,0,
webhookeventeventtype,True,2,60266ab2-c801-5b24-8323-04c77978eaaf
webhookeventname,False,0,
serviceaccountid,False,0,
serviceaccountname,False,0,
serviceaccountcreated,False,0,
serviceaccountisactive,False,0,
serviceaccountpermissions,False,0,
serviceaccounttokens,False,0,
serviceaccountprivatemetadata,False,0,
serviceaccountmetadata,False,0,
objectwithmetadataprivatemetadata,True,9,1146ff2a-92ed-5954-b529-eba1c7e85852
objectwithmetadatametadata,True,9,1146ff2a-92ed-5954-b529-eba1c7e85852
metadataitemkey,True,11,1146ff2a-92ed-5954-b529-eba1c7e85852
metadataitemvalue,True,11,1146ff2a-92ed-5954-b529-eba1c7e85852
metastorenamespace,False,0,
metastoreclients,False,0,
metaclientstorename,False,0,
metaclientstoremetadata,False,0,
metaitemkey,False,0,
metaitemvalue,False,0,
permissioncode,True,11,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
permissionname,True,11,a6ed9b4a-ef69-5b41-ad93-25d8b4e35ec5
serviceaccounttokenname,False,0,
serviceaccounttokenauthtoken,False,0,
serviceaccounttokenid,False,0,
appid,True,6,60266ab2-c801-5b24-8323-04c77978eaaf
appname,True,6,60266ab2-c801-5b24-8323-04c77978eaaf
appcreated,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appisactive,True,3,9ee172d0-207c-546e-a8de-772d127eee76
apppermissions,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
apptokens,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appprivatemetadata,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appmetadata,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
apptype,True,3,9ee172d0-207c-546e-a8de-772d127eee76
appwebhooks,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appaboutapp,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appdataprivacy,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appdataprivacyurl,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
apphomepageurl,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appsupporturl,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appconfigurationurl,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appappurl,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appversion,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
appaccesstoken,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
apptokenname,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
apptokenauthtoken,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
apptokenid,True,1,15d37756-9074-5ae7-8ae0-d002b9b3c916
webhookcountableconnectionpageinfo,False,0,
webhookcountableconnectionedges,False,0,
webhookcountableconnectiontotalcount,False,0,
pageinfohasnextpage,True,190,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
pageinfohaspreviouspage,True,188,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
pageinfostartcursor,True,188,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
pageinfoendcursor,True,190,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
webhookcountableedgenode,False,0,
webhookcountableedgecursor,False,0,
warehouseid,True,32,2367594c-e4f7-5fb3-9d1d-780a31269703
warehousename,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
warehouseslug,False,0,
warehousecompanyname,False,0,
warehouseshippingzones,True,8,8066442d-d5c3-54fe-bea1-3caaab6410ec
warehouseaddress,True,4,b745eb61-8ebb-5dfe-86cd-c5df52821d23
warehouseemail,False,0,
shippingzonecountableconnectionpageinfo,True,1,8e3d7973-6525-520c-9788-e69dca22add3
shippingzonecountableconnectionedges,True,9,8066442d-d5c3-54fe-bea1-3caaab6410ec
shippingzonecountableconnectiontotalcount,False,0,
shippingzonecountableedgenode,True,9,8066442d-d5c3-54fe-bea1-3caaab6410ec
shippingzonecountableedgecursor,False,0,
shippingzoneid,True,9,8066442d-d5c3-54fe-bea1-3caaab6410ec
shippingzonename,True,9,8066442d-d5c3-54fe-bea1-3caaab6410ec
shippingzonedefault,False,0,
shippingzonepricerange,False,0,
shippingzonecountries,True,1,8e3d7973-6525-520c-9788-e69dca22add3
shippingzoneshippingmethods,False,0,
shippingzonewarehouses,False,0,
moneyrangestart,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
moneyrangestop,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
moneycurrency,True,197,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
moneyamount,True,197,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
countrydisplaycode,True,38,d6f254aa-3f13-57f7-ba3d-a9803751676b
countrydisplaycountry,True,38,d6f254aa-3f13-57f7-ba3d-a9803751676b
countrydisplayvat,True,1,8cb61222-0e81-5b62-a801-6475f5cb7288
vatcountrycode,False,0,
vatstandardrate,True,1,8cb61222-0e81-5b62-a801-6475f5cb7288
vatreducedrates,True,1,8cb61222-0e81-5b62-a801-6475f5cb7288
reducedraterate,True,1,8cb61222-0e81-5b62-a801-6475f5cb7288
reducedrateratetype,True,1,8cb61222-0e81-5b62-a801-6475f5cb7288
shippingmethodid,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
shippingmethodname,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
shippingmethodprice,True,1,ae3b2f4d-21fe-53aa-9ce0-b29d621d849a
shippingmethodminimumorderprice,False,0,
shippingmethodmaximumorderprice,False,0,
shippingmethodminimumorderweight,False,0,
shippingmethodmaximumorderweight,False,0,
shippingmethodtype,False,0,
shippingmethodtranslation,False,0,
weightunit,True,2,2367594c-e4f7-5fb3-9d1d-780a31269703
weightvalue,True,2,2367594c-e4f7-5fb3-9d1d-780a31269703
shippingmethodtranslationid,False,0,
shippingmethodtranslationname,False,0,
shippingmethodtranslationlanguage,False,0,
languagedisplaycode,True,8,9e47fdf0-8381-54c5-ad61-17dcef1a425d
languagedisplaylanguage,True,21,19bf81c6-5af8-5654-823f-cc9970b2ab14
addressid,True,38,d6f254aa-3f13-57f7-ba3d-a9803751676b
addressfirstname,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addresslastname,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addresscompanyname,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addressstreetaddress1,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addressstreetaddress2,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addresscity,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addresscityarea,True,24,021b168f-c1e0-5dae-96fa-8f48c76d685b
addresspostalcode,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addresscountry,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addresscountryarea,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addressphone,True,30,d6f254aa-3f13-57f7-ba3d-a9803751676b
addressisdefaultshippingaddress,True,6,d6f254aa-3f13-57f7-ba3d-a9803751676b
addressisdefaultbillingaddress,True,6,d6f254aa-3f13-57f7-ba3d-a9803751676b
warehousecountableconnectionpageinfo,True,5,8066442d-d5c3-54fe-bea1-3caaab6410ec
warehousecountableconnectionedges,True,6,8066442d-d5c3-54fe-bea1-3caaab6410ec
warehousecountableconnectiontotalcount,False,0,
warehousecountableedgenode,True,6,8066442d-d5c3-54fe-bea1-3caaab6410ec
warehousecountableedgecursor,False,0,
translatableitemconnectionpageinfo,False,0,
translatableitemconnectionedges,False,0,
translatableitemconnectiontotalcount,False,0,
translatableitemedgenode,False,0,
translatableitemedgecursor,False,0,
producttranslatablecontentid,False,0,
producttranslatablecontentseotitle,False,0,
producttranslatablecontentseodescription,False,0,
producttranslatablecontentname,False,0,
producttranslatablecontentdescription,False,0,
producttranslatablecontentdescriptionjson,False,0,
producttranslatablecontenttranslation,False,0,
producttranslatablecontentproduct,False,0,
producttranslationid,True,2,2f0c97aa-19e3-5e5a-8fec-50e3dd59c7d9
producttranslationseotitle,True,2,2f0c97aa-19e3-5e5a-8fec-50e3dd59c7d9
producttranslationseodescription,True,2,2f0c97aa-19e3-5e5a-8fec-50e3dd59c7d9
producttranslationname,True,2,2f0c97aa-19e3-5e5a-8fec-50e3dd59c7d9
producttranslationdescription,False,0,
producttranslationdescriptionjson,True,2,2f0c97aa-19e3-5e5a-8fec-50e3dd59c7d9
producttranslationlanguage,True,2,2f0c97aa-19e3-5e5a-8fec-50e3dd59c7d9
productid,True,113,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productseotitle,True,17,aab5d543-5d43-5852-9dc6-de6993ce09c3
productseodescription,True,17,aab5d543-5d43-5852-9dc6-de6993ce09c3
productname,True,112,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productdescription,False,0,
productdescriptionjson,True,17,aab5d543-5d43-5852-9dc6-de6993ce09c3
productpublicationdate,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
productproducttype,True,23,fde2fd5f-b03b-53c5-8d01-0ef066c70882
productslug,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
productcategory,True,76,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productupdatedat,False,0,
productchargetaxes,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
productweight,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
productavailableforpurchase,True,15,aab5d543-5d43-5852-9dc6-de6993ce09c3
productvisibleinlistings,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
productdefaultvariant,True,3,2367594c-e4f7-5fb3-9d1d-780a31269703
productprivatemetadata,False,0,
productmetadata,False,0,
productthumbnail,True,186,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productpricing,True,73,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productisavailable,True,22,1146ff2a-92ed-5954-b529-eba1c7e85852
productminimalvariantprice,False,0,
producttaxtype,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
productattributes,True,19,aab5d543-5d43-5852-9dc6-de6993ce09c3
productpurchasecost,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
productmargin,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
productimagebyid,False,0,
productvariants,True,18,aab5d543-5d43-5852-9dc6-de6993ce09c3
productimages,True,16,aab5d543-5d43-5852-9dc6-de6993ce09c3
productcollections,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
producttranslation,True,2,2f0c97aa-19e3-5e5a-8fec-50e3dd59c7d9
productisavailableforpurchase,True,15,aab5d543-5d43-5852-9dc6-de6993ce09c3
productispublished,True,4,2367594c-e4f7-5fb3-9d1d-780a31269703
producttypeid,True,34,fde2fd5f-b03b-53c5-8d01-0ef066c70882
producttypename,True,13,1146ff2a-92ed-5954-b529-eba1c7e85852
producttypeslug,False,0,
producttypehasvariants,True,6,2367594c-e4f7-5fb3-9d1d-780a31269703
producttypeisshippingrequired,True,14,fde2fd5f-b03b-53c5-8d01-0ef066c70882
producttypeisdigital,False,0,
producttypeweight,False,0,
producttypeprivatemetadata,False,0,
producttypemetadata,False,0,
producttypeproducts,False,0,
producttypetaxrate,False,0,
producttypetaxtype,True,3,2367594c-e4f7-5fb3-9d1d-780a31269703
producttypevariantattributes,True,4,2367594c-e4f7-5fb3-9d1d-780a31269703
producttypeproductattributes,True,3,2f06f8f2-e133-54e6-9a86-48ed8c93c02d
producttypeavailableattributes,True,6,f04538ab-2373-5e10-9504-8de3d3632e73
productcountableconnectionpageinfo,True,74,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productcountableconnectionedges,True,93,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productcountableconnectiontotalcount,True,58,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productcountableedgenode,True,93,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productcountableedgecursor,True,4,1146ff2a-92ed-5954-b529-eba1c7e85852
taxtypedescription,True,4,2367594c-e4f7-5fb3-9d1d-780a31269703
taxtypetaxcode,True,4,2367594c-e4f7-5fb3-9d1d-780a31269703
attributeid,True,113,abbb5a1a-9bf6-515c-b736-94054e370f68
attributeproducttypes,False,0,
attributeproductvarianttypes,False,0,
attributeprivatemetadata,False,0,
attributemetadata,False,0,
attributeinputtype,True,5,2367594c-e4f7-5fb3-9d1d-780a31269703
attributename,True,110,abbb5a1a-9bf6-515c-b736-94054e370f68
attributeslug,True,67,abbb5a1a-9bf6-515c-b736-94054e370f68
attributevalues,True,51,abbb5a1a-9bf6-515c-b736-94054e370f68
attributevaluerequired,True,6,2367594c-e4f7-5fb3-9d1d-780a31269703
attributevisibleinstorefront,True,3,6deda921-8aaf-5217-8b24-91582467814a
attributefilterableinstorefront,True,3,6deda921-8aaf-5217-8b24-91582467814a
attributefilterableindashboard,True,3,6deda921-8aaf-5217-8b24-91582467814a
attributeavailableingrid,True,2,6deda921-8aaf-5217-8b24-91582467814a
attributetranslation,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
attributestorefrontsearchposition,True,2,6deda921-8aaf-5217-8b24-91582467814a
producttypecountableconnectionpageinfo,True,4,2f06f8f2-e133-54e6-9a86-48ed8c93c02d
producttypecountableconnectionedges,True,5,2f06f8f2-e133-54e6-9a86-48ed8c93c02d
producttypecountableconnectiontotalcount,False,0,
producttypecountableedgenode,True,5,2f06f8f2-e133-54e6-9a86-48ed8c93c02d
producttypecountableedgecursor,False,0,
attributevalueid,True,109,abbb5a1a-9bf6-515c-b736-94054e370f68
attributevaluename,True,136,abbb5a1a-9bf6-515c-b736-94054e370f68
attributevalueslug,True,52,abbb5a1a-9bf6-515c-b736-94054e370f68
attributevaluetranslation,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
attributevalueinputtype,False,0,
attributevaluetranslationid,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
attributevaluetranslationname,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
attributevaluetranslationlanguage,False,0,
attributetranslationid,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
attributetranslationname,True,2,750c5a5f-7b07-5dc0-b108-aba10e026cf0
attributetranslationlanguage,False,0,
attributecountableconnectionpageinfo,True,13,c300ed7a-d946-5621-9699-9187f7ce1f94
attributecountableconnectionedges,True,59,abbb5a1a-9bf6-515c-b736-94054e370f68
attributecountableconnectiontotalcount,True,6,c300ed7a-d946-5621-9699-9187f7ce1f94
attributecountableedgenode,True,59,abbb5a1a-9bf6-515c-b736-94054e370f68
attributecountableedgecursor,False,0,
categoryseotitle,True,49,abbb5a1a-9bf6-515c-b736-94054e370f68
categoryseodescription,True,49,abbb5a1a-9bf6-515c-b736-94054e370f68
categoryid,True,191,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
categoryname,True,187,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
categorydescription,False,0,
categorydescriptionjson,True,15,1146ff2a-92ed-5954-b529-eba1c7e85852
categoryslug,True,4,1146ff2a-92ed-5954-b529-eba1c7e85852
categoryparent,True,4,1146ff2a-92ed-5954-b529-eba1c7e85852
categorylevel,False,0,
categoryprivatemetadata,False,0,
categorymetadata,False,0,
categoryancestors,True,34,abbb5a1a-9bf6-515c-b736-94054e370f68
categoryproducts,True,23,1146ff2a-92ed-5954-b529-eba1c7e85852
categorychildren,True,9,1146ff2a-92ed-5954-b529-eba1c7e85852
categorybackgroundimage,True,38,abbb5a1a-9bf6-515c-b736-94054e370f68
categorytranslation,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
categorycountableconnectionpageinfo,True,25,e4e7084e-b994-55e8-a8e5-77366e8926bf
categorycountableconnectionedges,True,65,abbb5a1a-9bf6-515c-b736-94054e370f68
categorycountableconnectiontotalcount,True,5,1146ff2a-92ed-5954-b529-eba1c7e85852
categorycountableedgenode,True,65,abbb5a1a-9bf6-515c-b736-94054e370f68
categorycountableedgecursor,False,0,
imageurl,True,254,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
imagealt,True,90,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
categorytranslationseotitle,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
categorytranslationseodescription,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
categorytranslationid,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
categorytranslationname,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
categorytranslationdescription,False,0,
categorytranslationdescriptionjson,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
categorytranslationlanguage,True,11,19bf81c6-5af8-5654-823f-cc9970b2ab14
productvariantid,True,48,fde2fd5f-b03b-53c5-8d01-0ef066c70882
productvariantname,True,42,fde2fd5f-b03b-53c5-8d01-0ef066c70882
productvariantsku,True,42,fde2fd5f-b03b-53c5-8d01-0ef066c70882
productvariantproduct,True,17,fde2fd5f-b03b-53c5-8d01-0ef066c70882
productvarianttrackinventory,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
productvariantweight,True,1,0e993b0d-8154-5867-a1ad-f841abd6d178
productvariantprivatemetadata,False,0,
productvariantmetadata,False,0,
productvariantprice,True,2,2367594c-e4f7-5fb3-9d1d-780a31269703
productvariantpricing,True,29,fde2fd5f-b03b-53c5-8d01-0ef066c70882
productvariantattributes,True,39,fde2fd5f-b03b-53c5-8d01-0ef066c70882
productvariantcostprice,True,1,0e993b0d-8154-5867-a1ad-f841abd6d178
productvariantmargin,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
productvariantquantityordered,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
productvariantrevenue,True,1,26f38406-14ac-5aa1-bd63-cc80a43d0e85
productvariantimages,True,16,aab5d543-5d43-5852-9dc6-de6993ce09c3
productvarianttranslation,False,0,
productvariantdigitalcontent,False,0,
productvariantstocks,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
productvariantquantityavailable,True,27,fde2fd5f-b03b-53c5-8d01-0ef066c70882
variantpricinginfoonsale,True,27,fde2fd5f-b03b-53c5-8d01-0ef066c70882
variantpricinginfodiscount,False,0,
variantpricinginfodiscountlocalcurrency,False,0,
variantpricinginfoprice,True,27,fde2fd5f-b03b-53c5-8d01-0ef066c70882
variantpricinginfopriceundiscounted,True,29,fde2fd5f-b03b-53c5-8d01-0ef066c70882
variantpricinginfopricelocalcurrency,False,0,
taxedmoneycurrency,True,8,7cb4bf3d-e621-5c8b-bf51-51d512a56a7d
taxedmoneygross,True,119,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
taxedmoneynet,True,84,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
taxedmoneytax,False,0,
selectedattributeattribute,True,47,fde2fd5f-b03b-53c5-8d01-0ef066c70882
selectedattributevalues,True,58,fde2fd5f-b03b-53c5-8d01-0ef066c70882
productimageid,True,32,aab5d543-5d43-5852-9dc6-de6993ce09c3
productimagesortorder,True,2,2367594c-e4f7-5fb3-9d1d-780a31269703
productimagealt,True,30,aab5d543-5d43-5852-9dc6-de6993ce09c3
productimageurl,True,32,aab5d543-5d43-5852-9dc6-de6993ce09c3
productvarianttranslationid,False,0,
productvarianttranslationname,False,0,
productvarianttranslationlanguage,False,0,
digitalcontentusedefaultsettings,False,0,
digitalcontentautomaticfulfillment,False,0,
digitalcontentproductvariant,False,0,
digitalcontentcontentfile,False,0,
digitalcontentmaxdownloads,False,0,
digitalcontenturlvaliddays,False,0,
digitalcontenturls,False,0,
digitalcontentid,False,0,
digitalcontentprivatemetadata,False,0,
digitalcontentmetadata,False,0,
digitalcontenturlcontent,False,0,
digitalcontenturlcreated,False,0,
digitalcontenturldownloadnum,False,0,
digitalcontenturlid,False,0,
digitalcontenturlurl,False,0,
digitalcontenturltoken,False,0,
stockwarehouse,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
stockproductvariant,False,0,
stockquantity,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
stockid,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
stockquantityallocated,True,12,2367594c-e4f7-5fb3-9d1d-780a31269703
productpricinginfoonsale,True,63,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productpricinginfodiscount,False,0,
productpricinginfodiscountlocalcurrency,False,0,
productpricinginfopricerange,True,63,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productpricinginfopricerangeundiscounted,True,73,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
productpricinginfopricerangelocalcurrency,False,0,
taxedmoneyrangestart,True,136,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
taxedmoneyrangestop,True,136,b659efb9-bdb4-5d65-a4f3-d1dc2d69a1fe
marginstart,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
marginstop,True,1,2367594c-e4f7-5fb3-9d1d-780a31269703
collectionseotitle,True,7,34227c34-2c4b-5544-a912-b29c79852e46
collectionseodescription,True,7,34227c34-2c4b-5544-a912-b29c79852e46
collectionid,True,23,e4878bc5-cf6f-5290-8403-b17f788b3985
collectionname,True,18,e4878bc5-cf6f-5290-8403-b17f788b3985
collectiondescription,False,0,
collectiondescriptionjson,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
collectionpublicationdate,True,5,c80c2b78-658f-5fba-8558-cff8ddd82c3d
collectionslug,True,5,34227c34-2c4b-5544-a912-b29c79852e46
collectionprivatemetadata,False,0,
collectionmetadata,False,0,
collectionproducts,True,6,8a53e3f0-038a-5a80-b075-08e0c158c834
collectionbackgroundimage,True,5,34227c34-2c4b-5544-a912-b29c79852e46
collectiontranslation,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
collectionispublished,True,6,c80c2b78-658f-5fba-8558-cff8ddd82c3d
collectiontranslationseotitle,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
collectiontranslationseodescription,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
collectiontranslationid,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
collectiontranslationname,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
collectiontranslationdescription,False,0,
collectiontranslationdescriptionjson,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
collectiontranslationlanguage,True,2,db4f0f3b-19a7-5155-a307-bd0020f9c5d3
collectiontranslatablecontentseotitle,False,0,
collectiontranslatablecontentseodescription,False,0,
collectiontranslatablecontentid,False,0,
collectiontranslatablecontentname,False,0,
collectiontranslatablecontentdescription,False,0,
collectiontranslatablecontentdescriptionjson,False,0,
collectiontranslatablecontenttranslation,False,0,
collectiontranslatablecontentcollection,False,0,
categorytranslatablecontentseotitle,False,0,
categorytranslatablecontentseodescription,False,0,
categorytranslatablecontentid,False,0,
categorytranslatablecontentname,False,0,
categorytranslatablecontentdescription,False,0,
categorytranslatablecontentdescriptionjson,False,0,
categorytranslatablecontenttranslation,False,0,
categorytranslatablecontentcategory,False,0,
attributetranslatablecontentid,False,0,
attributetranslatablecontentname,False,0,
attributetranslatablecontenttranslation,False,0,
attributetranslatablecontentattribute,False,0,
attributevaluetranslatablecontentid,False,0,
attributevaluetranslatablecontentname,False,0,
attributevaluetranslatablecontenttranslation,False,0,
attributevaluetranslatablecontentattributevalue,False,0,
