,schemaTuple,visitedTest,timesVisitedTest,visitedProd,timesVisitedProd,id
1311,attributevaluecreateattributevalue,True,3,False,0,
1312,attributevaluedeleteattribute,False,0,False,0,
1313,attributevaluedeleteproducterrors,False,0,False,0,
1314,attributevaluedeleteattributevalue,True,1,False,0,
1315,attributevaluebulkdeletecount,True,1,False,0,
1316,attributevaluebulkdeleteproducterrors,False,0,False,0,
1317,attributevalueupdateattribute,True,2,False,0,
1318,attributevalueupdateproducterrors,False,0,False,0,
1319,attributevalueupdateattributevalue,True,2,False,0,
1320,attributevaluetranslatetranslationerrors,False,0,False,0,
1321,attributevaluetranslateattributevalue,True,2,False,0,
1322,attributereordervaluesattribute,True,3,False,0,
1323,attributereordervaluesproducterrors,False,0,False,0,
1324,categorycreateproducterrors,True,7,False,0,
1325,categorycreatecategory,True,8,False,0,
1326,categorydeleteproducterrors,False,0,False,0,
1327,categorydeletecategory,True,4,False,0,
1328,categorybulkdeletecount,True,2,False,0,
1329,categorybulkdeleteproducterrors,False,0,False,0,
1330,categoryupdateproducterrors,True,10,False,0,
1331,categoryupdatecategory,True,11,False,0,
1332,categorytranslatetranslationerrors,False,0,False,0,
1333,categorytranslatecategory,True,2,False,0,
1334,categoryupdatemetaproducterrors,False,0,False,0,
1335,categoryupdatemetacategory,False,0,False,0,
1336,categoryclearmetaproducterrors,False,0,False,0,
1337,categoryclearmetacategory,False,0,False,0,
1338,categoryupdateprivatemetaproducterrors,False,0,False,0,
1339,categoryupdateprivatemetacategory,False,0,False,0,
1340,categoryclearprivatemetaproducterrors,False,0,False,0,
1341,categoryclearprivatemetacategory,False,0,False,0,
1342,collectionaddproductscollection,True,2,False,0,
1343,collectionaddproductsproducterrors,False,0,False,0,
1344,collectioncreateproducterrors,True,6,False,0,
1345,collectioncreatecollection,True,6,False,0,
1346,collectiondeleteproducterrors,False,0,False,0,
1347,collectiondeletecollection,True,1,False,0,
1348,collectionreorderproductscollection,True,3,False,0,
1349,collectionreorderproductsproducterrors,False,0,False,0,
1350,collectionbulkdeletecount,True,1,False,0,
1351,collectionbulkdeleteproducterrors,False,0,False,0,
1352,collectionbulkpublishcount,True,2,False,0,
1353,collectionbulkpublishproducterrors,False,0,False,0,
1354,collectionremoveproductscollection,True,2,False,0,
1355,collectionremoveproductsproducterrors,False,0,False,0,
1356,collectionupdateproducterrors,True,10,False,0,
1357,collectionupdatecollection,True,13,False,0,
1358,collectiontranslatetranslationerrors,False,0,False,0,
1359,collectiontranslatecollection,True,2,False,0,
1360,collectionupdatemetaproducterrors,False,0,False,0,
1361,collectionupdatemetacollection,False,0,False,0,
1362,collectionclearmetaproducterrors,False,0,False,0,
1363,collectionclearmetacollection,False,0,False,0,
1364,collectionupdateprivatemetaproducterrors,False,0,False,0,
1365,collectionupdateprivatemetacollection,False,0,False,0,
1366,collectionclearprivatemetaproducterrors,False,0,False,0,
1367,collectionclearprivatemetacollection,False,0,False,0,
1368,productcreateproducterrors,True,25,False,0,
1369,productcreateproduct,True,30,False,0,
1370,productdeleteproducterrors,False,0,False,0,
1371,productdeleteproduct,True,2,False,0,
1372,productbulkdeletecount,True,1,False,0,
1373,productbulkdeleteproducterrors,False,0,False,0,
1374,productbulkpublishcount,True,2,False,0,
1375,productbulkpublishproducterrors,False,0,False,0,
1376,productupdateproducterrors,True,20,False,0,
1377,productupdateproduct,True,21,False,0,
1378,producttranslatetranslationerrors,False,0,False,0,
1379,producttranslateproduct,True,2,False,0,
1380,productupdatemetaproducterrors,False,0,False,0,
1381,productupdatemetaproduct,False,0,False,0,
1382,productclearmetaproducterrors,False,0,False,0,
1383,productclearmetaproduct,False,0,False,0,
1384,productupdateprivatemetaproducterrors,False,0,False,0,
1385,productupdateprivatemetaproduct,False,0,False,0,
1386,productclearprivatemetaproducterrors,False,0,False,0,
1387,productclearprivatemetaproduct,False,0,False,0,
1388,productsetavailabilityforpurchaseproduct,True,7,False,0,
1389,productsetavailabilityforpurchaseproducterrors,True,7,False,0,
1390,productimagecreateproduct,False,0,False,0,
1391,productimagecreateimage,False,0,False,0,
1392,productimagecreateproducterrors,False,0,False,0,
1393,productvariantreorderproduct,False,0,False,0,
1394,productvariantreorderproducterrors,True,2,False,0,
1395,productimagedeleteproduct,False,0,False,0,
1396,productimagedeleteimage,True,1,False,0,
1397,productimagedeleteproducterrors,False,0,False,0,
1398,productimagebulkdeletecount,True,1,False,0,
1399,productimagebulkdeleteproducterrors,False,0,False,0,
1400,productimagereorderproduct,True,1,False,0,
1401,productimagereorderimages,False,0,False,0,
1402,productimagereorderproducterrors,False,0,False,0,
1403,productimageupdateproduct,False,0,False,0,
1404,productimageupdateimage,True,1,False,0,
1405,productimageupdateproducterrors,False,0,False,0,
1406,producttypecreateproducterrors,True,7,False,0,
1407,producttypecreateproducttype,True,7,False,0,
1408,producttypedeleteproducterrors,False,0,False,0,
1409,producttypedeleteproducttype,True,2,False,0,
1410,producttypebulkdeletecount,True,1,False,0,
1411,producttypebulkdeleteproducterrors,False,0,False,0,
1412,producttypeupdateproducterrors,True,11,False,0,
1413,producttypeupdateproducttype,True,13,False,0,
1414,producttypereorderattributesproducttype,True,4,False,0,
1415,producttypereorderattributesproducterrors,False,0,False,0,
1416,producttypeupdatemetaproducterrors,False,0,False,0,
1417,producttypeupdatemetaproducttype,False,0,False,0,
1418,producttypeclearmetaproducterrors,False,0,False,0,
1419,producttypeclearmetaproducttype,False,0,False,0,
1420,producttypeupdateprivatemetaproducterrors,False,0,False,0,
1421,producttypeupdateprivatemetaproducttype,False,0,False,0,
1422,producttypeclearprivatemetaproducterrors,False,0,False,0,
1423,producttypeclearprivatemetaproducttype,False,0,False,0,
1424,digitalcontentcreatevariant,False,0,False,0,
1425,digitalcontentcreatecontent,False,0,False,0,
1426,digitalcontentcreateproducterrors,False,0,False,0,
1427,digitalcontentdeletevariant,True,1,False,0,
1428,digitalcontentdeleteproducterrors,False,0,False,0,
1429,digitalcontentupdatevariant,True,2,False,0,
1430,digitalcontentupdatecontent,True,2,False,0,
1431,digitalcontentupdateproducterrors,True,1,False,0,
1432,digitalcontenturlcreateproducterrors,False,0,False,0,
1433,digitalcontenturlcreatedigitalcontenturl,True,1,False,0,
1434,productvariantcreateproducterrors,True,9,False,0,
1435,productvariantcreateproductvariant,True,9,False,0,
1436,productvariantdeleteproducterrors,False,0,False,0,
1437,productvariantdeleteproductvariant,True,6,False,0,
1438,productvariantbulkcreatecount,True,14,False,0,
1439,productvariantbulkcreateproductvariants,True,14,False,0,
1440,productvariantbulkcreatebulkproducterrors,True,14,False,0,
1441,bulkproducterrorfield,True,14,False,0,
1442,bulkproducterrormessage,True,14,False,0,
1443,bulkproducterrorcode,True,14,False,0,
1444,bulkproducterrorattributes,False,0,False,0,
1445,bulkproducterrorindex,True,14,False,0,
1446,bulkproducterrorwarehouses,True,13,False,0,
1447,productvariantbulkdeletecount,True,5,False,0,
1448,productvariantbulkdeleteproducterrors,False,0,False,0,
1449,productvariantstockscreateproductvariant,True,6,False,0,
1450,productvariantstockscreatebulkstockerrors,True,6,False,0,
1451,bulkstockerrorfield,True,10,False,0,
1452,bulkstockerrormessage,True,10,False,0,
1453,bulkstockerrorcode,True,10,False,0,
1454,bulkstockerrorattributes,False,0,False,0,
1455,bulkstockerrorindex,True,10,False,0,
1456,productvariantstocksdeleteproductvariant,True,3,False,0,
1457,productvariantstocksdeletestockerrors,True,3,False,0,
1458,stockerrorfield,True,3,False,0,
1459,stockerrormessage,True,3,False,0,
1460,stockerrorcode,True,3,False,0,
1461,productvariantstocksupdateproductvariant,True,4,False,0,
1462,productvariantstocksupdatebulkstockerrors,True,4,False,0,
1463,productvariantupdateproducterrors,True,12,False,0,
1464,productvariantupdateproductvariant,True,10,False,0,
1465,productvariantsetdefaultproduct,True,3,False,0,
1466,productvariantsetdefaultproducterrors,True,3,False,0,
1467,productvarianttranslatetranslationerrors,False,0,False,0,
1468,productvarianttranslateproductvariant,True,2,False,0,
1469,productvariantupdatemetaproducterrors,False,0,False,0,
1470,productvariantupdatemetaproductvariant,False,0,False,0,
1471,productvariantclearmetaproducterrors,False,0,False,0,
1472,productvariantclearmetaproductvariant,False,0,False,0,
1473,productvariantupdateprivatemetaproducterrors,False,0,False,0,
1474,productvariantupdateprivatemetaproductvariant,False,0,False,0,
1475,productvariantclearprivatemetaproducterrors,False,0,False,0,
1476,productvariantclearprivatemetaproductvariant,False,0,False,0,
1477,variantimageassignproductvariant,True,3,False,0,
1478,variantimageassignimage,False,0,False,0,
1479,variantimageassignproducterrors,False,0,False,0,
1480,variantimageunassignproductvariant,True,2,False,0,
1481,variantimageunassignimage,False,0,False,0,
1482,variantimageunassignproducterrors,False,0,False,0,
1483,paymentcapturepayment,True,5,False,0,
1484,paymentcapturepaymenterrors,False,0,False,0,
1485,paymenterrorfield,True,12,False,0,
1486,paymenterrormessage,True,3,False,0,
1487,paymenterrorcode,True,12,False,0,
1488,paymentrefundpayment,True,3,False,0,
1489,paymentrefundpaymenterrors,False,0,False,0,
1490,paymentvoidpayment,True,2,False,0,
1491,paymentvoidpaymenterrors,False,0,False,0,
1492,pagecreatepageerrors,True,3,False,0,
1493,pagecreatepage,True,3,False,0,
1494,pageerrorfield,True,10,False,0,
1495,pageerrormessage,True,10,False,0,
1496,pageerrorcode,True,10,False,0,
1497,pagedeletepageerrors,True,1,False,0,
1498,pagedeletepage,True,1,False,0,
1499,pagebulkdeletecount,True,1,False,0,
1500,pagebulkdeletepageerrors,False,0,False,0,
1501,pagebulkpublishcount,True,2,False,0,
1502,pagebulkpublishpageerrors,False,0,False,0,
1503,pageupdatepageerrors,True,6,False,0,
1504,pageupdatepage,True,6,False,0,
1505,pagetranslatetranslationerrors,False,0,False,0,
1506,pagetranslatepage,True,2,False,0,
1507,draftordercompleteorder,True,8,False,0,
1508,draftordercompleteordererrors,True,8,False,0,
1509,ordererrorfield,True,38,False,0,
1510,ordererrormessage,True,23,False,0,
1511,ordererrorcode,True,39,False,0,
1512,ordererrorwarehouse,True,11,False,0,
1513,ordererrororderline,True,11,False,0,
1514,draftordercreateordererrors,True,3,False,0,
1515,draftordercreateorder,True,3,False,0,
1516,draftorderdeleteordererrors,False,0,False,0,
1517,draftorderdeleteorder,True,1,False,0,
1518,draftorderbulkdeletecount,True,1,False,0,
1519,draftorderbulkdeleteordererrors,False,0,False,0,
1520,draftorderlinesbulkdeletecount,True,2,False,0,
1521,draftorderlinesbulkdeleteordererrors,False,0,False,0,
1522,draftorderlinescreateorder,True,3,False,0,
1523,draftorderlinescreateorderlines,True,3,False,0,
1524,draftorderlinescreateordererrors,False,0,False,0,
1525,draftorderlinedeleteorder,True,2,False,0,
1526,draftorderlinedeleteorderline,True,2,False,0,
1527,draftorderlinedeleteordererrors,False,0,False,0,
1528,draftorderlineupdateorder,True,3,False,0,
1529,draftorderlineupdateordererrors,False,0,False,0,
1530,draftorderlineupdateorderline,True,3,False,0,
1531,draftorderupdateordererrors,True,3,False,0,
1532,draftorderupdateorder,True,3,False,0,
1533,orderaddnoteorder,True,4,False,0,
1534,orderaddnoteevent,True,3,False,0,
1535,orderaddnoteordererrors,True,4,False,0,
1536,ordercancelorder,True,2,False,0,
1537,ordercancelordererrors,True,2,False,0,
1538,ordercaptureorder,True,1,False,0,
1539,ordercaptureordererrors,False,0,False,0,
1540,orderclearprivatemetaorder,False,0,False,0,
1541,orderclearmetaorder,False,0,False,0,
1542,orderfulfillfulfillments,False,0,False,0,
1543,orderfulfillorder,False,0,False,0,
1544,orderfulfillordererrors,True,11,False,0,
1545,fulfillmentcancelfulfillment,True,2,False,0,
1546,fulfillmentcancelorder,True,2,False,0,
1547,fulfillmentcancelordererrors,False,0,False,0,
1548,fulfillmentupdatetrackingfulfillment,True,3,False,0,
1549,fulfillmentupdatetrackingorder,False,0,False,0,
1550,fulfillmentupdatetrackingordererrors,False,0,False,0,
1551,fulfillmentclearmetafulfillment,False,0,False,0,
1552,fulfillmentclearprivatemetafulfillment,False,0,False,0,
1553,fulfillmentupdatemetafulfillment,False,0,False,0,
1554,fulfillmentupdateprivatemetafulfillment,False,0,False,0,
1555,ordermarkaspaidorder,True,2,False,0,
1556,ordermarkaspaidordererrors,True,2,False,0,
1557,orderrefundorder,True,1,False,0,
1558,orderrefundordererrors,False,0,False,0,
1559,orderupdateordererrors,True,2,False,0,
1560,orderupdateorder,True,4,False,0,
1561,orderupdatemetaorder,False,0,False,0,
1562,orderupdateprivatemetaorder,False,0,False,0,
1563,orderupdateshippingorder,True,6,False,0,
1564,orderupdateshippingordererrors,False,0,False,0,
1565,ordervoidorder,True,2,False,0,
1566,ordervoidordererrors,True,2,False,0,
1567,orderbulkcancelcount,True,2,False,0,
1568,orderbulkcancelordererrors,True,2,False,0,
1569,deletemetadatametadataerrors,True,24,False,0,
1570,deletemetadataitem,True,24,False,0,
1571,metadataerrorfield,True,99,False,0,
1572,metadataerrormessage,True,25,False,0,
1573,metadataerrorcode,True,99,False,0,
1574,deleteprivatemetadatametadataerrors,True,23,False,0,
1575,deleteprivatemetadataitem,True,23,False,0,
1576,updatemetadatametadataerrors,True,25,False,0,
1577,updatemetadataitem,True,25,False,0,
1578,updateprivatemetadatametadataerrors,True,27,False,0,
1579,updateprivatemetadataitem,True,27,False,0,
1580,assignnavigationmenu,True,3,False,0,
1581,assignnavigationmenuerrors,False,0,False,0,
1582,menuerrorfield,True,3,False,0,
1583,menuerrormessage,False,0,False,0,
1584,menuerrorcode,True,3,False,0,
1585,menucreatemenuerrors,False,0,False,0,
1586,menucreatemenu,True,3,False,0,
1587,menudeletemenuerrors,False,0,False,0,
1588,menudeletemenu,True,1,False,0,
1589,menubulkdeletecount,True,1,False,0,
1590,menubulkdeletemenuerrors,False,0,False,0,
1591,menuupdatemenuerrors,True,3,False,0,
1592,menuupdatemenu,True,3,False,0,
1593,menuitemcreatemenuerrors,False,0,False,0,
1594,menuitemcreatemenuitem,True,1,False,0,
1595,menuitemdeletemenuerrors,False,0,False,0,
1596,menuitemdeletemenuitem,True,1,False,0,
1597,menuitembulkdeletecount,True,2,False,0,
1598,menuitembulkdeletemenuerrors,False,0,False,0,
1599,menuitemupdatemenuerrors,False,0,False,0,
1600,menuitemupdatemenuitem,True,2,False,0,
1601,menuitemtranslatetranslationerrors,False,0,False,0,
1602,menuitemtranslatemenuitem,True,1,False,0,
1603,menuitemmovemenu,True,7,False,0,
1604,menuitemmovemenuerrors,False,0,False,0,
1605,invoicerequestorder,True,5,False,0,
1606,invoicerequestinvoiceerrors,True,5,False,0,
1607,invoicerequestinvoice,True,5,False,0,
1608,invoiceerrorfield,True,23,False,0,
1609,invoiceerrormessage,False,0,False,0,
1610,invoiceerrorcode,True,23,False,0,
1611,invoicerequestdeleteinvoiceerrors,True,3,False,0,
1612,invoicerequestdeleteinvoice,False,0,False,0,
1613,invoicecreateinvoiceerrors,True,5,False,0,
1614,invoicecreateinvoice,True,5,False,0,
1615,invoicedeleteinvoiceerrors,True,2,False,0,
1616,invoicedeleteinvoice,False,0,False,0,
1617,invoiceupdateinvoiceerrors,True,4,False,0,
1618,invoiceupdateinvoice,True,4,False,0,
1619,invoicesendemailinvoiceerrors,True,4,False,0,
1620,invoicesendemailinvoice,False,0,False,0,
1621,giftcardactivategiftcard,True,3,False,0,
1622,giftcardactivategiftcarderrors,False,0,False,0,
1623,giftcarderrorfield,True,9,False,0,
1624,giftcarderrormessage,True,9,False,0,
1625,giftcarderrorcode,True,9,False,0,
1626,giftcardcreategiftcarderrors,True,9,False,0,
1627,giftcardcreategiftcard,True,9,False,0,
1628,giftcarddeactivategiftcard,True,3,False,0,
1629,giftcarddeactivategiftcarderrors,False,0,False,0,
1630,giftcardupdategiftcarderrors,False,0,False,0,
1631,giftcardupdategiftcard,True,2,False,0,
1632,pluginupdateplugin,True,4,False,0,
1633,pluginupdatepluginserrors,True,4,False,0,
1634,pluginerrorfield,True,4,False,0,
1635,pluginerrormessage,False,0,False,0,
1636,pluginerrorcode,True,4,False,0,
1637,salecreatediscounterrors,True,1,False,0,
1638,salecreatesale,True,2,False,0,
1639,discounterrorfield,True,18,False,0,
1640,discounterrormessage,True,18,False,0,
1641,discounterrorcode,True,18,False,0,
1642,saledeletediscounterrors,True,1,False,0,
1643,saledeletesale,True,2,False,0,
1644,salebulkdeletecount,True,1,False,0,
1645,salebulkdeletediscounterrors,False,0,False,0,
1646,saleupdatediscounterrors,True,1,False,0,
1647,saleupdatesale,True,2,False,0,
1648,saleaddcataloguessale,False,0,False,0,
1649,saleaddcataloguesdiscounterrors,True,3,False,0,
1650,saleremovecataloguessale,False,0,False,0,
1651,saleremovecataloguesdiscounterrors,True,1,False,0,
1652,saletranslatetranslationerrors,False,0,False,0,
1653,saletranslatesale,True,1,False,0,
1654,vouchercreatediscounterrors,True,5,False,0,
1655,vouchercreatevoucher,True,5,False,0,
1656,voucherdeletediscounterrors,True,1,False,0,
1657,voucherdeletevoucher,True,1,False,0,
1658,voucherbulkdeletecount,True,1,False,0,
1659,voucherbulkdeletediscounterrors,False,0,False,0,
1660,voucherupdatediscounterrors,True,1,False,0,
1661,voucherupdatevoucher,True,1,False,0,
1662,voucheraddcataloguesvoucher,False,0,False,0,
1663,voucheraddcataloguesdiscounterrors,True,3,False,0,
1664,voucherremovecataloguesvoucher,False,0,False,0,
1665,voucherremovecataloguesdiscounterrors,True,1,False,0,
1666,vouchertranslatetranslationerrors,False,0,False,0,
1667,vouchertranslatevoucher,True,2,False,0,
1668,exportproductsexportfile,True,6,False,0,
1669,exportproductsexporterrors,True,6,False,0,
1670,exporterrorfield,True,6,False,0,
1671,exporterrormessage,True,6,False,0,
1672,exporterrorcode,True,6,False,0,
1673,checkoutaddpromocodecheckout,True,18,False,0,
1674,checkoutaddpromocodecheckouterrors,True,1,False,0,
1675,checkouterrorfield,True,90,False,0,
1676,checkouterrormessage,True,90,False,0,
1677,checkouterrorcode,True,90,False,0,
1678,checkouterrorvariants,True,30,False,0,
1679,checkoutbillingaddressupdatecheckout,True,5,False,0,
1680,checkoutbillingaddressupdatecheckouterrors,True,3,False,0,
1681,checkoutcompleteorder,True,28,False,0,
1682,checkoutcompleteconfirmationneeded,True,27,False,0,
1683,checkoutcompleteconfirmationdata,True,27,False,0,
1684,checkoutcompletecheckouterrors,True,27,False,0,
1685,checkoutcreatecreated,True,22,False,0,
1686,checkoutcreatecheckouterrors,True,29,False,0,
1687,checkoutcreatecheckout,True,30,False,0,
1688,checkoutcustomerattachcheckout,True,2,False,0,
1689,checkoutcustomerattachcheckouterrors,False,0,False,0,
1690,checkoutcustomerdetachcheckout,True,1,False,0,
1691,checkoutcustomerdetachcheckouterrors,False,0,False,0,
1692,checkoutemailupdatecheckout,True,3,False,0,
1693,checkoutemailupdatecheckouterrors,True,2,False,0,
1694,checkoutlinedeletecheckout,True,3,False,0,
1695,checkoutlinedeletecheckouterrors,False,0,False,0,
1696,checkoutlinesaddcheckout,True,8,False,0,
1697,checkoutlinesaddcheckouterrors,True,8,False,0,
1698,checkoutlinesupdatecheckout,True,8,False,0,
1699,checkoutlinesupdatecheckouterrors,True,7,False,0,
1700,checkoutremovepromocodecheckout,True,5,False,0,
1701,checkoutremovepromocodecheckouterrors,False,0,False,0,
1702,checkoutpaymentcreatecheckout,True,3,False,0,
1703,checkoutpaymentcreatepayment,True,12,False,0,
1704,checkoutpaymentcreatepaymenterrors,True,12,False,0,
1705,checkoutshippingaddressupdatecheckout,True,11,False,0,
1706,checkoutshippingaddressupdatecheckouterrors,True,10,False,0,
1707,checkoutshippingmethodupdatecheckout,True,7,False,0,
1708,checkoutshippingmethodupdatecheckouterrors,True,3,False,0,
1709,checkoutupdatemetacheckouterrors,False,0,False,0,
1710,checkoutupdatemetacheckout,False,0,False,0,
1711,checkoutclearmetacheckouterrors,False,0,False,0,
1712,checkoutclearmetacheckout,False,0,False,0,
1713,checkoutupdateprivatemetacheckouterrors,False,0,False,0,
1714,checkoutupdateprivatemetacheckout,False,0,False,0,
1715,checkoutclearprivatemetacheckouterrors,False,0,False,0,
1716,checkoutclearprivatemetacheckout,False,0,False,0,
1717,appcreateauthtoken,True,1,False,0,
1718,appcreateapperrors,True,1,False,0,
1719,appcreateapp,True,1,False,0,
1720,apperrorfield,True,50,False,0,
1721,apperrormessage,True,50,False,0,
1722,apperrorcode,True,50,False,0,
1723,apperrorpermissions,True,21,False,0,
1724,appupdateapperrors,True,9,False,0,
1725,appupdateapp,True,9,False,0,
1726,appdeleteapperrors,True,5,False,0,
1727,appdeleteapp,True,5,False,0,
1728,apptokencreateauthtoken,True,5,False,0,
1729,apptokencreateapperrors,True,5,False,0,
1730,apptokencreateapptoken,True,5,False,0,
1731,apptokendeleteapperrors,True,4,False,0,
1732,apptokendeleteapptoken,True,4,False,0,
1733,apptokenverifyvalid,True,2,False,0,
1734,apptokenverifyapperrors,False,0,False,0,
1735,appinstallapperrors,True,1,False,0,
1736,appinstallappinstallation,True,1,False,0,
1737,appretryinstallapperrors,True,5,False,0,
1738,appretryinstallappinstallation,True,5,False,0,
1739,appdeletefailedinstallationapperrors,True,5,False,0,
1740,appdeletefailedinstallationappinstallation,False,0,False,0,
1741,appfetchmanifestmanifest,True,4,False,0,
1742,appfetchmanifestapperrors,True,4,False,0,
1743,manifestidentifier,True,4,False,0,
1744,manifestversion,True,4,False,0,
1745,manifestname,True,4,False,0,
1746,manifestabout,True,4,False,0,
1747,manifestpermissions,True,4,False,0,
1748,manifestappurl,True,4,False,0,
1749,manifestconfigurationurl,True,4,False,0,
1750,manifesttokentargeturl,True,4,False,0,
1751,manifestdataprivacy,True,4,False,0,
1752,manifestdataprivacyurl,True,4,False,0,
1753,manifesthomepageurl,True,4,False,0,
1754,manifestsupporturl,True,4,False,0,
1755,appactivateapperrors,True,5,False,0,
1756,appactivateapp,True,5,False,0,
1757,appdeactivateapperrors,True,6,False,0,
1758,appdeactivateapp,True,6,False,0,
1759,createtokentoken,True,8,False,0,
1760,createtokenrefreshtoken,True,4,False,0,
1761,createtokencsrftoken,True,7,False,0,
1762,createtokenuser,True,7,False,0,
1763,createtokenaccounterrors,True,7,False,0,
1764,accounterrorfield,True,32,False,0,
1765,accounterrormessage,True,20,False,0,
1766,accounterrorcode,True,44,False,0,
1767,refreshtokentoken,True,10,False,0,
1768,refreshtokenuser,False,0,False,0,
1769,refreshtokenaccounterrors,True,10,False,0,
1770,verifytokenuser,True,8,False,0,
1771,verifytokenisvalid,True,5,False,0,
1772,verifytokenpayload,True,3,False,0,
1773,verifytokenaccounterrors,True,5,False,0,
1774,deactivateallusertokensaccounterrors,True,1,False,0,
1775,requestpasswordresetaccounterrors,False,0,False,0,
1776,confirmaccountuser,True,3,False,0,
1777,confirmaccountaccounterrors,True,3,False,0,
1778,setpasswordtoken,True,4,False,0,
1779,setpasswordrefreshtoken,True,4,False,0,
1780,setpasswordcsrftoken,False,0,False,0,
1781,setpassworduser,True,4,False,0,
1782,setpasswordaccounterrors,True,4,False,0,
1783,passwordchangeuser,True,3,False,0,
1784,passwordchangeaccounterrors,False,0,False,0,
1785,requestemailchangeuser,True,4,False,0,
1786,requestemailchangeaccounterrors,True,4,False,0,
1787,confirmemailchangeuser,True,2,False,0,
1788,confirmemailchangeaccounterrors,True,2,False,0,
1789,accountaddresscreateuser,True,4,False,0,
1790,accountaddresscreateaccounterrors,False,0,False,0,
1791,accountaddresscreateaddress,True,4,False,0,
1792,accountaddressupdateuser,True,3,False,0,
1793,accountaddressupdateaccounterrors,False,0,False,0,
1794,accountaddressupdateaddress,True,3,False,0,
1795,accountaddressdeleteuser,True,2,False,0,
1796,accountaddressdeleteaccounterrors,False,0,False,0,
1797,accountaddressdeleteaddress,True,2,False,0,
1798,accountsetdefaultaddressuser,False,0,False,0,
1799,accountsetdefaultaddressaccounterrors,False,0,False,0,
1800,accountregisterrequiresconfirmation,False,0,False,0,
1801,accountregisteraccounterrors,True,2,False,0,
1802,accountregisteruser,True,2,False,0,
1803,accountupdateaccounterrors,False,0,False,0,
1804,accountupdateuser,True,3,False,0,
1805,accountrequestdeletionaccounterrors,True,4,False,0,
1806,accountdeleteaccounterrors,False,0,False,0,
1807,accountdeleteuser,False,0,False,0,
1808,accountupdatemetaaccounterrors,False,0,False,0,
1809,accountupdatemetauser,False,0,False,0,
1810,addresscreateuser,True,1,False,0,
1811,addresscreateaccounterrors,False,0,False,0,
1812,addresscreateaddress,True,1,False,0,
1813,addressupdateuser,True,2,False,0,
1814,addressupdateaccounterrors,False,0,False,0,
1815,addressupdateaddress,True,2,False,0,
1816,addressdeleteuser,True,2,False,0,
1817,addressdeleteaccounterrors,False,0,False,0,
1818,addressdeleteaddress,True,2,False,0,
1819,addresssetdefaultuser,True,2,False,0,
1820,addresssetdefaultaccounterrors,False,0,False,0,
1821,customercreateaccounterrors,True,5,False,0,
1822,customercreateuser,True,5,False,0,
1823,customerupdateaccounterrors,False,0,False,0,
1824,customerupdateuser,True,1,False,0,
1825,customerdeleteaccounterrors,False,0,False,0,
1826,customerdeleteuser,True,1,False,0,
1827,customerbulkdeletecount,True,1,False,0,
1828,customerbulkdeleteaccounterrors,False,0,False,0,
1829,staffcreatestafferrors,True,8,False,0,
1830,staffcreateuser,True,8,False,0,
1831,stafferrorfield,True,31,False,0,
1832,stafferrormessage,True,14,False,0,
1833,stafferrorcode,True,31,False,0,
1834,stafferrorpermissions,True,30,False,0,
1835,stafferrorgroups,True,18,False,0,
1836,stafferrorusers,True,8,False,0,
1837,staffupdatestafferrors,True,10,False,0,
1838,staffupdateuser,True,10,False,0,
1839,staffdeletestafferrors,True,5,False,0,
1840,staffdeleteuser,True,4,False,0,
1841,staffbulkdeletecount,True,8,False,0,
1842,staffbulkdeletestafferrors,True,8,False,0,
1843,useravatarupdateuser,False,0,False,0,
1844,useravatarupdateaccounterrors,False,0,False,0,
1845,useravatardeleteuser,True,1,False,0,
1846,useravatardeleteaccounterrors,False,0,False,0,
1847,userbulksetactivecount,True,4,False,0,
1848,userbulksetactiveaccounterrors,False,0,False,0,
1849,userupdatemetaaccounterrors,False,0,False,0,
1850,userupdatemetauser,False,0,False,0,
1851,userclearmetaaccounterrors,False,0,False,0,
1852,userclearmetauser,False,0,False,0,
1853,userupdateprivatemetaaccounterrors,False,0,False,0,
1854,userupdateprivatemetauser,False,0,False,0,
1855,userclearprivatemetaaccounterrors,False,0,False,0,
1856,userclearprivatemetauser,False,0,False,0,
1857,serviceaccountcreateauthtoken,False,0,False,0,
1858,serviceaccountcreateaccounterrors,False,0,False,0,
1859,serviceaccountcreateserviceaccount,False,0,False,0,
1860,serviceaccountupdateaccounterrors,False,0,False,0,
1861,serviceaccountupdateserviceaccount,False,0,False,0,
1862,serviceaccountdeleteaccounterrors,False,0,False,0,
1863,serviceaccountdeleteserviceaccount,False,0,False,0,
1864,serviceaccountupdateprivatemetaaccounterrors,False,0,False,0,
1865,serviceaccountupdateprivatemetaserviceaccount,False,0,False,0,
1866,serviceaccountclearprivatemetaaccounterrors,False,0,False,0,
1867,serviceaccountclearprivatemetaserviceaccount,False,0,False,0,
1868,serviceaccounttokencreateauthtoken,False,0,False,0,
1869,serviceaccounttokencreateaccounterrors,False,0,False,0,
1870,serviceaccounttokencreateserviceaccounttoken,False,0,False,0,
1871,serviceaccounttokendeleteaccounterrors,False,0,False,0,
1872,serviceaccounttokendeleteserviceaccounttoken,False,0,False,0,
1873,permissiongroupcreatepermissiongrouperrors,True,10,False,0,
1874,permissiongroupcreategroup,True,10,False,0,
1875,permissiongrouperrorfield,True,46,False,0,
1876,permissiongrouperrormessage,True,46,False,0,
1877,permissiongrouperrorcode,True,46,False,0,
1878,permissiongrouperrorpermissions,True,46,False,0,
